D	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367
Value	1.086745635	1.087589171	1.088406751	1.089198135	1.089963087	1.090701381	1.091412799	1.092097129	1.092754168	1.093383723	1.093985606	1.094559639	1.095105652	1.095623483	1.096112978	1.096573994	1.097006392	1.097410046	1.097784834	1.098130647	1.098447382	1.098734944	1.09899325	1.099222221	1.099421791	1.0995919	1.099732497	1.099843542	1.099925001	1.09997685	1.099999074	1.099991666	1.099954628	1.099887972	1.099791716	1.09966589	1.099510531	1.099325685	1.099111406	1.098867759	1.098594815	1.098292655	1.097961369	1.097601055	1.09721182	1.096793778	1.096347055	1.095871782	1.0953681	1.094836158	1.094276114	1.093688135	1.093072393	1.092429072	1.091758363	1.091060463	1.09033558	1.089583929	1.088805732	1.08800122	1.087170632	1.086314213	1.085432217	1.084524906	1.083592548	1.08263542	1.081653805	1.080647995	1.079618286	1.078564986	1.077488404	1.076388861	1.075266683	1.074122201	1.072955755	1.071767691	1.070558361	1.069328123	1.068077341	1.066806386	1.065515636	1.064205471	1.062876281	1.06152846	1.060162406	1.058778525	1.057377227	1.055958926	1.054524044	1.053073005	1.051606239	1.050124181	1.048627271	1.047115951	1.045590669	1.044051878	1.042500034	1.040935596	1.039359028	1.037770797	1.036171373	1.034561231	1.032940848	1.031310704	1.029671282	1.028023068	1.026366549	1.024702218	1.023030567	1.021352092	1.019667289	1.017976659	1.016280701	1.01457992	1.012874818	1.011165901	1.009453675	1.007738648	1.006021328	1.004302223	1.002581844	1.0008607	0.9991393	0.997418156	0.995697777	0.993978672	0.992261352	0.990546325	0.988834099	0.987125182	0.98542008	0.983719299	0.982023341	0.980332711	0.978647908	0.976969433	0.975297782	0.973633451	0.971976932	0.970328718	0.968689296	0.967059152	0.965438769	0.963828627	0.962229203	0.960640972	0.959064404	0.957499966	0.955948122	0.954409331	0.952884049	0.951372729	0.949875819	0.948393761	0.946926995	0.945475956	0.944041074	0.942622773	0.941221475	0.939837594	0.93847154	0.937123719	0.935794529	0.934484364	0.933193614	0.931922659	0.930671877	0.929441639	0.928232309	0.927044245	0.925877799	0.924733317	0.923611139	0.922511596	0.921435014	0.920381714	0.919352005	0.918346195	0.91736458	0.916407452	0.915475094	0.914567783	0.913685787	0.912829368	0.91199878	0.911194268	0.910416071	0.90966442	0.908939537	0.908241637	0.907570928	0.906927607	0.906311865	0.905723886	0.905163842	0.9046319	0.904128218	0.903652945	0.903206222	0.90278818	0.902398945	0.902038631	0.901707345	0.901405185	0.901132241	0.900888594	0.900674315	0.900489469	0.90033411	0.900208284	0.900112028	0.900045372	0.900008334	0.900000926	0.90002315	0.900074999	0.900156458	0.900267503	0.9004081	0.900578209	0.900777779	0.90100675	0.901265056	0.901552618	0.901869353	0.902215166	0.902589954	0.902993608	0.903426006	0.903887022	0.904376517	0.904894348	0.905440361	0.906014394	0.906616277	0.907245832	0.907902871	0.908587201	0.909298619	0.910036913	0.910801865	0.911593249	0.912410829	0.913254365	0.914123604	0.915018291	0.915938159	0.916882937	0.917852345	0.918846094	0.919863891	0.920905434	0.921970415	0.923058517	0.924169419	0.925302791	0.926458298	0.927635596	0.928834338	0.930054167	0.931294723	0.932555638	0.933836538	0.935137044	0.93645677	0.937795325	0.939152313	0.940527331	0.941919973	0.943329824	0.944756469	0.946199483	0.947658439	0.949132906	0.950622445	0.952126616	0.953644973	0.955177066	0.956722441	0.95828064	0.959851201	0.961433659	0.963027546	0.964632388	0.96624771	0.967873034	0.969507878	0.971151757	0.972804184	0.97446467	0.976132723	0.977807849	0.97948955	0.981177329	0.982870686	0.984569118	0.986272123	0.987979196	0.98968983	0.99140352	0.993119757	0.994838033	0.996557839	0.998278664	1	1.001721336	1.003442161	1.005161967	1.006880243	1.00859648	1.01031017	1.012020804	1.013727877	1.015430882	1.017129314	1.018822671	1.02051045	1.022192151	1.023867277	1.02553533	1.027195816	1.028848243	1.030492122	1.032126966	1.03375229	1.035367612	1.036972454	1.038566341	1.040148799	1.04171936	1.043277559	1.044822934	1.046355027	1.047873384	1.049377555	1.050867094	1.052341561	1.053800517	1.055243531	1.056670176	1.058080027	1.059472669	1.060847687	1.062204675	1.06354323	1.064862956	1.066163462	1.067444362	1.068705277	1.069945833	1.071165662	1.072364404	1.073541702	1.074697209	1.075830581	1.076941483	1.078029585	1.079094566	1.080136109	1.081153906	1.082147655	1.083117063	1.084061841	1.084981709	1.085876396	1.085876396	1.08
