Object_Name	Object_type
ES Hydro Price l10 p1	Variable
ES Hydro Price l10 p2	Variable
ES Hydro Price l10 p3	Variable
ES Hydro Price l10 p4	Variable
ES Hydro Price l10 p5	Variable
ES Hydro Price l20 p1	Variable
ES Hydro Price l20 p2	Variable
ES Hydro Price l20 p3	Variable
ES Hydro Price l20 p4	Variable
ES Hydro Price l20 p5	Variable
ES Hydro Price l30 p1	Variable
ES Hydro Price l30 p2	Variable
ES Hydro Price l30 p3	Variable
ES Hydro Price l30 p4	Variable
ES Hydro Price l30 p5	Variable
ES Hydro Price l40 p1	Variable
ES Hydro Price l40 p2	Variable
ES Hydro Price l40 p3	Variable
ES Hydro Price l40 p4	Variable
ES Hydro Price l40 p5	Variable
ES Hydro Price l50 p1	Variable
ES Hydro Price l50 p2	Variable
ES Hydro Price l50 p3	Variable
ES Hydro Price l50 p4	Variable
ES Hydro Price l50 p5	Variable
ES Hydro Price l60 p1	Variable
ES Hydro Price l60 p2	Variable
ES Hydro Price l60 p3	Variable
ES Hydro Price l60 p4	Variable
ES Hydro Price l60 p5	Variable
ES Hydro Price l70 p1	Variable
ES Hydro Price l70 p2	Variable
ES Hydro Price l70 p3	Variable
ES Hydro Price l70 p4	Variable
ES Hydro Price l70 p5	Variable
ES Hydro Price l80 p1	Variable
ES Hydro Price l80 p2	Variable
ES Hydro Price l80 p3	Variable
ES Hydro Price l80 p4	Variable
ES Hydro Price l80 p5	Variable
ES Hydro Price l90 p1	Variable
ES Hydro Price l90 p2	Variable
ES Hydro Price l90 p3	Variable
ES Hydro Price l90 p4	Variable
ES Hydro Price l90 p5	Variable
ES Hydro Price l100 p1	Variable
ES Hydro Price l100 p2	Variable
ES Hydro Price l100 p3	Variable
ES Hydro Price l100 p4	Variable
ES Hydro Price l100 p5	Variable
